user_id,estado,data_cadastro,valor_ultima_compra
user_00063,MG,2023-08-25 20:35:15.471168,393.1
user_00064,MG,2023-08-26 20:35:15.471168,28.12
user_00065,RJ,2023-08-26 20:35:15.471168,147.83
user_00066,SP,2023-08-26 20:35:15.471168,165.57
user_00067,SC,2023-08-26 20:35:15.471168,406.13
user_00068,SP,2023-08-27 20:35:15.471168,249.16
user_00069,CE,2023-08-27 20:35:15.471168,79.48
user_00070,RS,2023-08-27 20:35:15.471168,111.28
user_00071,SP,2023-08-27 20:35:15.471168,286.85
user_00072,SP,2023-08-27 20:35:15.471168,229.69
user_00073,SC,2023-08-27 20:35:15.471168,153.96
user_00074,RS,2023-08-27 20:35:15.471168,166.56
user_00075,RS,2023-08-27 20:35:15.471168,427.06
user_00076,RS,2023-08-27 20:35:15.471168,161.72
user_00077,SP,2023-08-27 20:35:15.471168,228.04
user_00078,MG,2023-08-28 20:35:15.471168,1057.3199717928535
user_00079,SP,2023-08-29 20:35:15.471168,78.34
user_00080,GO,2023-08-29 20:35:15.471168,55.62
user_00081,PR,2023-08-29 20:35:15.471168,458.0
user_00082,MG,2023-08-29 20:35:15.471168,142.18
user_00083,SP,2023-08-29 20:35:15.471168,189.69
user_00084,MG,2023-08-29 20:35:15.471168,130.98
user_00085,MG,2023-08-30 20:35:15.471168,198.77
user_00086,RS,2023-08-30 20:35:15.471168,879.04
user_00087,PR,2023-08-30 20:35:15.471168,464.84
user_00088,GO,2023-08-30 20:35:15.471168,487.74
user_00089,RJ,2023-08-31 20:35:15.471168,78.81
user_00090,SP,2023-08-31 20:35:15.471168,97.42
user_00091,RS,2023-08-31 20:35:15.471168,25.25
user_00092,RS,2023-08-31 20:35:15.471168,128.06
user_00093,BA,2023-08-31 20:35:15.471168,526.03
user_00094,RS,2023-08-31 20:35:15.471168,370.02
user_00095,RJ,2023-08-31 20:35:15.471168,204.95
user_00096,RJ,2023-08-31 20:35:15.471168,240.37
user_00097,RJ,2023-09-01 20:35:15.471168,141.02
user_00098,SP,2023-09-01 20:35:15.471168,288.24
user_00099,SP,2023-09-01 20:35:15.471168,451.56
user_00100,SP,2023-09-01 20:35:15.471168,67.17
user_00101,PR,2023-09-01 20:35:15.471168,310.98
user_00102,MG,2023-09-02 20:35:15.471168,515.92
user_00103,RJ,2023-09-02 20:35:15.471168,175.55
user_00104,DF,2023-09-03 20:35:15.471168,428.62
user_00105,SP,2023-09-03 20:35:15.471168,1418.462164954646
user_00106,RJ,2023-09-03 20:35:15.471168,225.1
user_00107,RS,2023-09-03 20:35:15.471168,335.17
user_00108,SP,2023-09-03 20:35:15.471168,135.58
user_00109,SP,2023-09-03 20:35:15.471168,282.87
user_00110,MG,2023-09-03 20:35:15.471168,353.62
user_00111,SP,2023-09-04 20:35:15.471168,285.97
user_00112,DF,2023-09-04 20:35:15.471168,108.23
user_00113,SC,2023-09-04 20:35:15.471168,288.61
user_00114,PR,2023-09-04 20:35:15.471168,788.2
user_00115,GO,2023-09-04 20:35:15.471168,350.34
user_00116,SC,2023-09-04 20:35:15.471168,528.26
user_00117,SP,2023-09-04 20:35:15.471168,202.43
user_00118,GO,2023-09-04 20:35:15.471168,445.82
user_00119,RJ,2023-09-05 20:35:15.471168,305.95
user_00120,SC,2023-09-05 20:35:15.471168,114.35
user_00121,GO,2023-09-05 20:35:15.471168,315.71
user_00122,MG,2023-09-05 20:35:15.471168,110.68
user_00123,SP,2023-09-06 20:35:15.471168,147.48
user_00124,SP,2023-09-06 20:35:15.471168,284.71
user_00125,RJ,2023-09-06 20:35:15.471168,310.38
user_00126,SC,2023-09-06 20:35:15.471168,94.5
user_00127,GO,2023-09-06 20:35:15.471168,568.61
user_00128,SP,2023-09-07 20:35:15.471168,386.68
user_00129,RJ,2023-09-07 20:35:15.471168,139.24
user_00130,RJ,2023-09-07 20:35:15.471168,71.52
user_00131,SP,2023-09-08 20:35:15.471168,217.91
user_00132,SP,2023-09-08 20:35:15.471168,171.27
user_00133,MG,2023-09-09 20:35:15.471168,267.87
user_00134,DF,2023-09-09 20:35:15.471168,183.0
user_00135,MG,2023-09-09 20:35:15.471168,49.11
user_00136,RJ,2023-09-09 20:35:15.471168,179.35
user_00137,RS,2023-09-09 20:35:15.471168,191.62
user_00138,MG,2023-09-10 20:35:15.471168,406.23
user_00139,CE,2023-09-10 20:35:15.471168,139.97
user_00140,PE,2023-09-10 20:35:15.471168,937.24
user_00141,MG,2023-09-10 20:35:15.471168,53.02
user_00142,RJ,2023-09-10 20:35:15.471168,698.5
user_00143,MG,2023-09-10 20:35:15.471168,204.5
user_00144,MG,2023-09-10 20:35:15.471168,486.71
user_00145,SP,2023-09-10 20:35:15.471168,260.82
user_00146,PR,2023-09-10 20:35:15.471168,608.89
user_00147,RJ,2023-09-10 20:35:15.471168,179.49
user_00148,SP,2023-09-11 20:35:15.471168,101.61
user_00149,MG,2023-09-11 20:35:15.471168,762.35
user_00150,DF,2023-09-11 20:35:15.471168,223.46
user_00151,SP,2023-09-11 20:35:15.471168,292.14
user_00152,SP,2023-09-11 20:35:15.471168,657.08
user_00153,RJ,2023-09-11 20:35:15.471168,107.17
user_00154,CE,2023-09-11 20:35:15.471168,394.02
user_00155,SP,2023-09-12 20:35:15.471168,152.64
user_00156,PR,2023-09-12 20:35:15.471168,220.14
user_00157,RS,2023-09-12 20:35:15.471168,259.26
user_00158,SP,2023-09-12 20:35:15.471168,73.69
user_00159,RS,2023-09-13 20:35:15.471168,131.23
user_00160,MG,2023-09-13 20:35:15.471168,721.16
user_00161,PR,2023-09-13 20:35:15.471168,497.18
user_00162,PR,2023-09-13 20:35:15.471168,232.73
user_00163,RJ,2023-09-13 20:35:15.471168,297.23
user_00164,SP,2023-09-13 20:35:15.471168,193.37
user_00165,SC,2023-09-13 20:35:15.471168,724.34
user_00166,MG,2023-09-13 20:35:15.471168,208.45
user_00167,SP,2023-09-13 20:35:15.471168,294.56
user_00168,SP,2023-09-14 20:35:15.471168,612.06
user_00169,BA,2023-09-14 20:35:15.471168,131.38
user_00170,PR,2023-09-14 20:35:15.471168,851.53
user_00171,SP,2023-09-14 20:35:15.471168,71.93
user_00172,RJ,2023-09-14 20:35:15.471168,901.19
user_00173,SP,2023-09-15 20:35:15.471168,181.61
user_00174,PR,2023-09-15 20:35:15.471168,201.51
user_00175,SP,2023-09-15 20:35:15.471168,53.95
user_00176,PR,2023-09-15 20:35:15.471168,170.06
user_00177,MG,2023-09-15 20:35:15.471168,106.5
user_00178,DF,2023-09-15 20:35:15.471168,150.49
user_00179,SP,2023-09-15 20:35:15.471168,219.24
user_00180,MG,2023-09-15 20:35:15.471168,526.49
user_00181,SP,2023-09-15 20:35:15.471168,288.9
user_00182,DF,2023-09-16 20:35:15.471168,312.98
user_00183,GO,2023-09-16 20:35:15.471168,101.86
user_00184,MG,2023-09-16 20:35:15.471168,120.95
user_00185,PR,2023-09-16 20:35:15.471168,1013.8159164279654
user_00186,SC,2023-09-16 20:35:15.471168,135.89
user_00187,BA,2023-09-16 20:35:15.471168,920.55
user_00188,RJ,2023-09-16 20:35:15.471168,201.45
user_00189,SP,2023-09-17 20:35:15.471168,245.14
user_00190,SP,2023-09-17 20:35:15.471168,576.11
user_00191,GO,2023-09-17 20:35:15.471168,676.89
user_00192,DF,2023-09-17 20:35:15.471168,223.93
user_00193,PR,2023-09-17 20:35:15.471168,179.36
user_00194,MG,2023-09-17 20:35:15.471168,233.99
user_00195,MG,2023-09-17 20:35:15.471168,320.66
user_00196,RS,2023-09-17 20:35:15.471168,499.22
user_00197,GO,2023-09-18 20:35:15.471168,245.52
user_00198,GO,2023-09-18 20:35:15.471168,401.46
user_00199,RS,2023-09-18 20:35:15.471168,907.49
user_00200,PR,2023-09-18 20:35:15.471168,331.97
user_00201,SP,2023-09-19 20:35:15.471168,313.98
user_00202,SP,2023-09-19 20:35:15.471168,72.59
user_00203,GO,2023-09-19 20:35:15.471168,29.83
user_00204,PR,2023-09-20 20:35:15.471168,333.85
user_00205,SP,2023-09-20 20:35:15.471168,226.82
user_00206,SP,2023-09-20 20:35:15.471168,162.09
user_00207,PR,2023-09-20 20:35:15.471168,297.32
user_00208,SP,2023-09-21 20:35:15.471168,233.15
user_00209,SP,2023-09-21 20:35:15.471168,603.19
user_00210,RJ,2023-09-21 20:35:15.471168,262.14
user_00211,PR,2023-09-21 20:35:15.471168,134.62
user_00212,PR,2023-09-21 20:35:15.471168,540.3
user_00213,SP,2023-09-21 20:35:15.471168,205.67
user_00214,RS,2023-09-22 20:35:15.471168,372.87
user_00215,SP,2023-09-22 20:35:15.471168,167.01
user_00216,MG,2023-09-22 20:35:15.471168,145.49
user_00217,RS,2023-09-22 20:35:15.471168,261.74
user_00218,PR,2023-09-22 20:35:15.471168,247.22
user_00219,SC,2023-09-22 20:35:15.471168,359.19
user_00220,PR,2023-09-22 20:35:15.471168,197.37
user_00221,BA,2023-09-22 20:35:15.471168,56.31
user_00222,SP,2023-09-22 20:35:15.471168,173.08
user_00223,MG,2023-09-23 20:35:15.471168,461.76
user_00224,MG,2023-09-23 20:35:15.471168,192.89
user_00225,SP,2023-09-23 20:35:15.471168,200.92
user_00226,CE,2023-09-23 20:35:15.471168,538.67
user_00227,MG,2023-09-23 20:35:15.471168,138.44
user_00228,GO,2023-09-24 20:35:15.471168,71.22
user_00229,PR,2023-09-24 20:35:15.471168,215.18
user_00230,SC,2023-09-24 20:35:15.471168,166.11
user_00231,RJ,2023-09-24 20:35:15.471168,112.96
user_00232,BA,2023-09-24 20:35:15.471168,212.66
user_00233,RJ,2023-09-24 20:35:15.471168,362.57
user_00234,SP,2023-09-24 20:35:15.471168,242.88
user_00235,RS,2023-09-24 20:35:15.471168,312.81
user_00236,MG,2023-09-24 20:35:15.471168,1416.9953810495483
user_00237,SP,2023-09-25 20:35:15.471168,185.99
user_00238,PR,2023-09-25 20:35:15.471168,305.72
user_00239,SP,2023-09-25 20:35:15.471168,162.82
user_00240,DF,2023-09-25 20:35:15.471168,124.33
user_00241,PE,2023-09-26 20:35:15.471168,153.25
user_00242,DF,2023-09-26 20:35:15.471168,166.83
user_00243,MG,2023-09-26 20:35:15.471168,326.22
user_00244,SP,2023-09-26 20:35:15.471168,1070.1425063939835
user_00245,DF,2023-09-26 20:35:15.471168,137.99
user_00246,RJ,2023-09-26 20:35:15.471168,175.34
user_00247,PE,2023-09-27 20:35:15.471168,232.64
user_00248,PE,2023-09-27 20:35:15.471168,335.84
user_00249,GO,2023-09-27 20:35:15.471168,302.12
user_00250,MG,2023-09-27 20:35:15.471168,683.53
user_00251,MG,2023-09-27 20:35:15.471168,35.12
user_00252,GO,2023-09-27 20:35:15.471168,36.25
user_00253,MG,2023-09-28 20:35:15.471168,164.56
user_00254,SP,2023-09-28 20:35:15.471168,588.65
user_00255,BA,2023-09-28 20:35:15.471168,69.93
user_00256,DF,2023-09-28 20:35:15.471168,22.06
user_00257,PR,2023-09-28 20:35:15.471168,386.43
user_00258,BA,2023-09-28 20:35:15.471168,297.35
user_00259,SP,2023-09-28 20:35:15.471168,102.29
user_00260,PR,2023-09-29 20:35:15.471168,111.23
user_00261,AM,2023-09-29 20:35:15.471168,112.64
user_00262,SP,2023-09-29 20:35:15.471168,267.32
user_00263,RJ,2023-09-29 20:35:15.471168,148.26
user_00264,GO,2023-09-29 20:35:15.471168,363.31
user_00265,RS,2023-09-29 20:35:15.471168,24.94
user_00266,PR,2023-09-29 20:35:15.471168,123.29
user_00267,RS,2023-09-29 20:35:15.471168,99.4
user_00268,MG,2023-09-30 20:35:15.471168,199.32
user_00269,MG,2023-09-30 20:35:15.471168,159.1
user_00270,SC,2023-09-30 20:35:15.471168,463.25
user_00271,SC,2023-09-30 20:35:15.471168,55.29
user_00272,GO,2023-09-30 20:35:15.471168,253.76
user_00273,DF,2023-09-30 20:35:15.471168,382.48
user_00274,RJ,2023-09-30 20:35:15.471168,1443.282056315576
user_00275,RJ,2023-09-30 20:35:15.471168,166.43
user_00276,SC,2023-09-30 20:35:15.471168,317.21
user_00277,PR,2023-09-30 20:35:15.471168,57.8
user_00278,RS,2023-09-30 20:35:15.471168,36.11
user_00279,SC,2023-10-01 20:35:15.471168,480.98
user_00280,GO,2023-10-01 20:35:15.471168,243.61
user_00281,MG,2023-10-01 20:35:15.471168,628.17
user_00282,MG,2023-10-01 20:35:15.471168,81.56
user_00283,SP,2023-10-01 20:35:15.471168,370.9
user_00284,BA,2023-10-01 20:35:15.471168,1364.8863186680787
user_00285,SP,2023-10-01 20:35:15.471168,342.33
user_00286,RJ,2023-10-02 20:35:15.471168,305.29
user_00287,RJ,2023-10-02 20:35:15.471168,246.37
user_00288,MG,2023-10-02 20:35:15.471168,69.64
user_00289,BA,2023-10-02 20:35:15.471168,723.76
user_00290,SP,2023-10-03 20:35:15.471168,150.1
user_00291,SP,2023-10-03 20:35:15.471168,366.35
user_00292,SC,2023-10-03 20:35:15.471168,70.08
user_00293,MG,2023-10-03 20:35:15.471168,95.24
user_00294,SP,2023-10-03 20:35:15.471168,771.29
user_00295,RJ,2023-10-03 20:35:15.471168,185.33
user_00296,RS,2023-10-03 20:35:15.471168,782.6
user_00297,SP,2023-10-03 20:35:15.471168,229.85
user_00298,PR,2023-10-04 20:35:15.471168,56.06
user_00299,SP,2023-10-04 20:35:15.471168,499.52
user_00300,SP,2023-10-04 20:35:15.471168,152.64
user_00301,RJ,2023-10-04 20:35:15.471168,427.93
user_00302,RJ,2023-10-04 20:35:15.471168,249.68
user_00303,PR,2023-10-04 20:35:15.471168,71.2
user_00304,RS,2023-10-05 20:35:15.471168,279.06
user_00305,CE,2023-10-05 20:35:15.471168,1082.3351312536524
user_00306,RJ,2023-10-05 20:35:15.471168,363.0
user_00307,MG,2023-10-05 20:35:15.471168,233.69
user_00308,SC,2023-10-05 20:35:15.471168,578.41
user_00309,MG,2023-10-05 20:35:15.471168,289.61
user_00310,RJ,2023-10-05 20:35:15.471168,289.35
user_00311,SP,2023-10-05 20:35:15.471168,102.18
user_00312,SP,2023-10-05 20:35:15.471168,295.03
user_00313,PE,2023-10-05 20:35:15.471168,560.23
user_00314,SC,2023-10-05 20:35:15.471168,125.36
user_00315,PR,2023-10-06 20:35:15.471168,764.79
user_00316,RJ,2023-10-06 20:35:15.471168,227.38
user_00317,SP,2023-10-06 20:35:15.471168,120.28
user_00318,SP,2023-10-06 20:35:15.471168,543.54
user_00319,MG,2023-10-06 20:35:15.471168,194.53
user_00320,RJ,2023-10-06 20:35:15.471168,449.26
user_00321,RS,2023-10-06 20:35:15.471168,193.75
user_00322,PR,2023-10-07 20:35:15.471168,233.26
user_00323,MG,2023-10-07 20:35:15.471168,363.16
user_00324,PE,2023-10-07 20:35:15.471168,308.81
user_00325,RS,2023-10-07 20:35:15.471168,49.58
user_00326,BA,2023-10-07 20:35:15.471168,99.78
user_00327,PR,2023-10-07 20:35:15.471168,514.67
user_00328,RJ,2023-10-07 20:35:15.471168,220.15
user_00329,SP,2023-10-07 20:35:15.471168,160.94
user_00330,MG,2023-10-08 20:35:15.471168,82.53
user_00331,RS,2023-10-08 20:35:15.471168,103.15
user_00332,SP,2023-10-08 20:35:15.471168,48.55
user_00333,SP,2023-10-08 20:35:15.471168,225.65
user_00334,SP,2023-10-08 20:35:15.471168,151.6
user_00335,SP,2023-10-08 20:35:15.471168,112.93
user_00336,GO,2023-10-09 20:35:15.471168,231.71
user_00337,RS,2023-10-09 20:35:15.471168,327.4
user_00338,RJ,2023-10-09 20:35:15.471168,1282.908996429734
user_00339,SP,2023-10-09 20:35:15.471168,73.0
user_00340,RJ,2023-10-09 20:35:15.471168,618.63
user_00341,RJ,2023-10-09 20:35:15.471168,532.98
user_00342,SP,2023-10-10 20:35:15.471168,131.2
user_00343,RJ,2023-10-10 20:35:15.471168,287.89
user_00344,MG,2023-10-10 20:35:15.471168,169.68
user_00345,PR,2023-10-10 20:35:15.471168,283.88
user_00346,PR,2023-10-10 20:35:15.471168,818.36
user_00347,SP,2023-10-11 20:35:15.471168,397.22
user_00348,MG,2023-10-11 20:35:15.471168,367.56
user_00349,PR,2023-10-11 20:35:15.471168,173.43
user_00350,RJ,2023-10-11 20:35:15.471168,74.65
user_00351,GO,2023-10-11 20:35:15.471168,207.1
user_00352,PR,2023-10-11 20:35:15.471168,642.45
user_00353,SP,2023-10-11 20:35:15.471168,72.12
user_00354,SP,2023-10-11 20:35:15.471168,105.21
user_00355,PR,2023-10-12 20:35:15.471168,270.7
user_00356,SP,2023-10-12 20:35:15.471168,111.31
user_00357,BA,2023-10-12 20:35:15.471168,129.8
user_00358,DF,2023-10-12 20:35:15.471168,174.36
user_00359,BA,2023-10-12 20:35:15.471168,82.06
user_00360,MG,2023-10-13 20:35:15.471168,112.25
user_00361,PR,2023-10-13 20:35:15.471168,429.55
user_00362,RJ,2023-10-13 20:35:15.471168,85.98
user_00363,RJ,2023-10-13 20:35:15.471168,68.15
user_00364,DF,2023-10-13 20:35:15.471168,147.82
user_00365,MG,2023-10-13 20:35:15.471168,439.47
user_00366,PE,2023-10-13 20:35:15.471168,209.03
user_00367,DF,2023-10-13 20:35:15.471168,168.74
user_00368,SP,2023-10-14 20:35:15.471168,253.53
user_00369,SP,2023-10-14 20:35:15.471168,60.55
user_00370,SP,2023-10-14 20:35:15.471168,363.49
user_00371,SP,2023-10-14 20:35:15.471168,332.54
user_00372,SP,2023-10-14 20:35:15.471168,176.36
user_00373,PR,2023-10-14 20:35:15.471168,547.16
user_00374,SP,2023-10-14 20:35:15.471168,99.29
user_00375,MG,2023-10-14 20:35:15.471168,603.25
user_00376,SC,2023-10-15 20:35:15.471168,276.88
user_00377,SP,2023-10-15 20:35:15.471168,186.93
user_00378,SC,2023-10-15 20:35:15.471168,240.83
user_00379,MG,2023-10-15 20:35:15.471168,224.57
user_00380,SP,2023-10-15 20:35:15.471168,649.52
user_00381,PR,2023-10-15 20:35:15.471168,103.41
user_00382,PR,2023-10-15 20:35:15.471168,132.95
user_00383,GO,2023-10-15 20:35:15.471168,560.62
user_00384,RS,2023-10-16 20:35:15.471168,151.95
user_00385,SC,2023-10-16 20:35:15.471168,502.92
user_00386,MG,2023-10-16 20:35:15.471168,952.94
user_00387,SP,2023-10-16 20:35:15.471168,177.43
user_00388,RS,2023-10-16 20:35:15.471168,422.04
user_00389,SC,2023-10-16 20:35:15.471168,97.23
user_00390,AM,2023-10-16 20:35:15.471168,447.55
user_00391,RJ,2023-10-17 20:35:15.471168,287.02
user_00392,MG,2023-10-17 20:35:15.471168,357.25
user_00393,RS,2023-10-17 20:35:15.471168,145.99
user_00394,MG,2023-10-17 20:35:15.471168,64.79
user_00395,DF,2023-10-17 20:35:15.471168,365.99
user_00396,GO,2023-10-17 20:35:15.471168,46.96
user_00397,RJ,2023-10-17 20:35:15.471168,189.83
user_00398,RS,2023-10-17 20:35:15.471168,519.54
user_00399,RS,2023-10-18 20:35:15.471168,285.29
user_00400,SP,2023-10-18 20:35:15.471168,1156.3281571776097
user_00401,DF,2023-10-18 20:35:15.471168,555.62
user_00402,RJ,2023-10-18 20:35:15.471168,145.02
user_00403,SC,2023-10-18 20:35:15.471168,250.1
user_00404,MG,2023-10-18 20:35:15.471168,235.59
user_00405,GO,2023-10-18 20:35:15.471168,69.01
user_00406,MG,2023-10-19 20:35:15.471168,115.32
user_00407,SP,2023-10-19 20:35:15.471168,156.24
user_00408,DF,2023-10-19 20:35:15.471168,47.99
user_00409,SP,2023-10-19 20:35:15.471168,254.17
user_00410,MG,2023-10-19 20:35:15.471168,200.49
user_00411,PE,2023-10-19 20:35:15.471168,64.18
user_00412,PE,2023-10-19 20:35:15.471168,338.11
user_00413,BA,2023-10-20 20:35:15.471168,433.85
user_00414,PR,2023-10-20 20:35:15.471168,293.43
user_00415,RJ,2023-10-20 20:35:15.471168,188.81
user_00416,MG,2023-10-20 20:35:15.471168,392.74
user_00417,MG,2023-10-21 20:35:15.471168,421.65
user_00418,PR,2023-10-21 20:35:15.471168,312.91
user_00419,RS,2023-10-21 20:35:15.471168,126.51
user_00420,SC,2023-10-21 20:35:15.471168,305.3
user_00421,SC,2023-10-21 20:35:15.471168,636.75
user_00422,SP,2023-10-21 20:35:15.471168,151.82
user_00423,RJ,2023-10-22 20:35:15.471168,1089.1165494557918
user_00424,SP,2023-10-22 20:35:15.471168,160.69
user_00425,RJ,2023-10-22 20:35:15.471168,251.12
user_00426,RJ,2023-10-22 20:35:15.471168,142.88
user_00427,GO,2023-10-22 20:35:15.471168,292.54
user_00428,MG,2023-10-23 20:35:15.471168,60.72
user_00429,SP,2023-10-23 20:35:15.471168,158.09
user_00430,SP,2023-10-23 20:35:15.471168,102.14
user_00431,RS,2023-10-23 20:35:15.471168,272.67
user_00432,PR,2023-10-23 20:35:15.471168,542.16
user_00433,SP,2023-10-23 20:35:15.471168,410.27
user_00434,SP,2023-10-23 20:35:15.471168,36.7
user_00435,RS,2023-10-23 20:35:15.471168,1429.5910997055541
user_00436,SP,2023-10-24 20:35:15.471168,309.89
user_00437,SC,2023-10-24 20:35:15.471168,131.47
user_00438,RS,2023-10-24 20:35:15.471168,277.47
user_00439,SP,2023-10-24 20:35:15.471168,281.73
user_00440,SP,2023-10-24 20:35:15.471168,143.53
user_00441,CE,2023-10-24 20:35:15.471168,286.67
user_00442,MG,2023-10-24 20:35:15.471168,150.51
user_00443,MG,2023-10-24 20:35:15.471168,177.06
user_00444,SC,2023-10-24 20:35:15.471168,141.31
user_00445,DF,2023-10-24 20:35:15.471168,77.78
user_00446,CE,2023-10-24 20:35:15.471168,274.97
user_00447,RS,2023-10-25 20:35:15.471168,390.82
user_00448,MG,2023-10-25 20:35:15.471168,369.41
user_00449,SP,2023-10-25 20:35:15.471168,471.51
user_00450,RS,2023-10-25 20:35:15.471168,317.18
user_00451,BA,2023-10-25 20:35:15.471168,159.78
user_00452,RJ,2023-10-26 20:35:15.471168,479.01
user_00453,DF,2023-10-26 20:35:15.471168,82.6
user_00454,SP,2023-10-26 20:35:15.471168,119.04
user_00455,RJ,2023-10-26 20:35:15.471168,113.14
user_00456,SP,2023-10-26 20:35:15.471168,580.59
user_00457,RJ,2023-10-26 20:35:15.471168,520.21
user_00458,SP,2023-10-27 20:35:15.471168,361.35
user_00459,SP,2023-10-27 20:35:15.471168,576.83
user_00460,SP,2023-10-27 20:35:15.471168,121.09
user_00461,PR,2023-10-28 20:35:15.471168,323.4
user_00462,RS,2023-10-28 20:35:15.471168,221.38
user_00463,BA,2023-10-28 20:35:15.471168,481.79
user_00464,PE,2023-10-28 20:35:15.471168,223.14
user_00465,MG,2023-10-28 20:35:15.471168,179.84
user_00466,MG,2023-10-28 20:35:15.471168,377.18
user_00467,GO,2023-10-28 20:35:15.471168,493.21
user_00468,SP,2023-10-29 20:35:15.471168,143.35
user_00469,PE,2023-10-29 20:35:15.471168,233.02
user_00470,SP,2023-10-29 20:35:15.471168,104.93
user_00471,PE,2023-10-29 20:35:15.471168,33.17
user_00472,SP,2023-10-29 20:35:15.471168,287.25
user_00473,GO,2023-10-29 20:35:15.471168,398.27
user_00474,RJ,2023-10-29 20:35:15.471168,301.77
user_00475,AM,2023-10-29 20:35:15.471168,51.44
user_00476,SP,2023-10-29 20:35:15.471168,184.81
user_00477,BA,2023-10-29 20:35:15.471168,41.48
user_00478,PE,2023-10-29 20:35:15.471168,731.99
user_00479,RJ,2023-10-29 20:35:15.471168,102.63
user_00480,PR,2023-10-29 20:35:15.471168,668.02
user_00481,PR,2023-10-30 20:35:15.471168,521.49
user_00482,RJ,2023-10-30 20:35:15.471168,119.05
user_00483,PR,2023-10-30 20:35:15.471168,98.87
user_00484,BA,2023-10-30 20:35:15.471168,323.86
user_00485,DF,2023-10-30 20:35:15.471168,124.53
user_00486,SP,2023-10-30 20:35:15.471168,265.6
user_00487,MG,2023-10-30 20:35:15.471168,166.29
user_00488,PE,2023-10-30 20:35:15.471168,58.85
user_00489,GO,2023-10-30 20:35:15.471168,41.08
user_00490,RJ,2023-10-30 20:35:15.471168,293.34
user_00491,PR,2023-10-31 20:35:15.471168,156.14
user_00492,MG,2023-10-31 20:35:15.471168,157.2
